ID,Observer,Affiliation,State,city,Zipcode,Date_Collected,Date_Sampled,Date_Processed,Method,Type,Sex,OE_Status,Personnel_initials,Notes,UGA_MyId,Email,ObserverNotes,site,Region,Time Period,Phase (based_on date_sampled),Infection Status,City+State,Latitude_city_based,Longitude_city_based,Latitude_Zip_based,Longitude_Zip_based,Day Sampled,Month Sampled,Year Sampled,Day Of week,Breeding Range,Hot Volunteer?
18237,,,TX,Houston`,77083,12/11/2013,1/9/2014,3/20/2014,Tape,E,F,3,JTB,#1545 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,9,1,2014,Thu,Year Round Breeding,
18238,,,TX,Houston`,77083,12/16/2013,1/10/2014,3/20/2014,Tape,E,F,3,JTB,#1546 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,10,1,2014,Fri,Year Round Breeding,
18239,,,TX,Houston`,77083,12/16/2013,1/10/2014,3/20/2014,Tape,E,F,3,JTB,#1547 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,10,1,2014,Fri,Year Round Breeding,
18240,,,TX,Houston`,77083,11/29/2013,1/10/2014,3/20/2014,Tape,E,M,3,JTB,#1548 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,10,1,2014,Fri,Year Round Breeding,
18241,,,TX,Houston`,77083,12/11/2013,1/11/2014,3/20/2014,Tape,E,M,3,JTB,#1551 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,11,1,2014,Sat,Year Round Breeding,
18242,,,TX,Houston`,77083,12/11/2013,1/12/2014,3/20/2014,Tape,E,F,3,JTB,#1553 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,12,1,2014,Sun,Year Round Breeding,
18243,,,TX,Houston`,77083,12/11/2013,1/13/2014,3/20/2014,Tape,E,F,3,JTB,#1554 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,13,1,2014,Mon,Year Round Breeding,
18244,,,TX,Houston`,77083,12/26/2013,1/20/2014,3/20/2014,Tape,L,F,3,JTB,#1555; Young larvae ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,20,1,2014,Mon,Year Round Breeding,
18245,,,TX,Houston`,77083,12/28/2013,1/21/2014,3/20/2014,Tape,L,F,3,JTB,#1556; Young larvae ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,21,1,2014,Tue,Year Round Breeding,
18246,,,TX,Houston`,77083,12/26/2013,1/25/2014,3/20/2014,Tape,E,M,3,JTB,#1557 ,mhold92,,,,Gulf/Atlantic Coast,,4,1,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,25,1,2014,Sat,Year Round Breeding,
18247,,,TX,Houston`,77083,1/3/2014,2/5/2014,3/20/2014,Tape,E,F,0,JTB,#1558 ,mhold92,,,,Gulf/Atlantic Coast,,4,0,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,5,2,2014,Wed,Year Round Breeding,
18248,,,TX,Houston`,77083,1/12/2014,2/17/2014,3/20/2014,Tape,E,M,0,JTB,#1559 ,mhold92,,,,Gulf/Atlantic Coast,,4,0,"Houston`, TX",29.76045036,-95.36978149,29.69311142,-95.64867401,17,2,2014,Mon,Year Round Breeding,
18253,,,TX,Humble,77346,12/17/2013,1/5/2014,3/25/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,5,1,2014,Sun,Year Round Breeding,
18254,,,TX,Humble,77346,12/17/2013,1/5/2014,3/25/2014,Tape,L,F,1,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,5,1,2014,Sun,Year Round Breeding,
18255,,,TX,Humble,77346,12/17/2013,1/5/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,5,1,2014,Sun,Year Round Breeding,
18256,,,TX,Humble,77346,12/17/2013,1/5/2014,3/25/2014,Tape,L,M,1,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,5,1,2014,Sun,Year Round Breeding,
18257,,,TX,Humble,77346,12/17/2013,1/5/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,5,1,2014,Sun,Year Round Breeding,
18258,,,TX,Humble,77346,12/17/2013,1/6/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,6,1,2014,Mon,Year Round Breeding,
18259,,,TX,Humble,77346,12/17/2013,1/6/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,6,1,2014,Mon,Year Round Breeding,
18260,,,TX,Humble,77346,12/17/2013,1/2/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,2,1,2014,Thu,Year Round Breeding,
18261,,,TX,Humble,77346,12/23/2013,1/11/2014,3/25/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,11,1,2014,Sat,Year Round Breeding,
18262,,,TX,Humble,77346,12/23/2013,1/11/2014,3/25/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,11,1,2014,Sat,Year Round Breeding,
18263,,,TX,Humble,77346,12/29/2013,1/14/2014,3/25/2014,Tape,L,F,0,MTH ,Older larvae; butterfly wings deformed ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,14,1,2014,Tue,Year Round Breeding,
18264,,,TX,Humble,77346,12/29/2013,1/14/2014,3/25/2014,Tape,L,F,1,MTH ,Older larvae; butterfly wings deformed ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,14,1,2014,Tue,Year Round Breeding,
18265,,,TX,Humble,77346,12/29/2013,1/14/2014,3/25/2014,Tape,L,F,0,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,14,1,2014,Tue,Year Round Breeding,
18266,,,TX,Humble,77346,12/29/2013,1/16/2014,3/25/2014,Tape,L,M,2,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,16,1,2014,Thu,Year Round Breeding,
18267,,,TX,Humble,77346,12/29/2013,1/16/2014,3/25/2014,Tape,L,M,1,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,16,1,2014,Thu,Year Round Breeding,
18268,,,TX,Humble,77346,12/29/2013,1/17/2014,3/25/2014,Tape,L,F,0,MTH ,Older larvae; very small with crumpled wings ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,17,1,2014,Fri,Year Round Breeding,
18269,,,TX,Humble,77346,12/29/2013,1/17/2014,3/25/2014,Tape,L,F,1,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,17,1,2014,Fri,Year Round Breeding,
18270,,,TX,Humble,77346,12/29/2013,1/17/2014,3/25/2014,Tape,L,M,0,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,17,1,2014,Fri,Year Round Breeding,
18271,,,TX,Humble,77346,12/29/2013,1/17/2014,3/25/2014,Tape,L,F,0,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,0,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,17,1,2014,Fri,Year Round Breeding,
18272,,,TX,Humble,77346,12/29/2013,1/17/2014,3/25/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,17,1,2014,Fri,Year Round Breeding,
18273,,,TX,Humble,77346,12/29/2013,1/18/2014,3/25/2014,Tape,L,M,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Humble, TX",30.00017929,-95.26862335,29.99472046,-95.17449188,18,1,2014,Sat,Year Round Breeding,
18274,,,FL,Sarasota,34231,12/20/2013,1/11/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,11,1,2014,Sat,Year Round Breeding,
18275,,,FL,Sarasota,34231,12/20/2013,1/11/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; Did not survive ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,11,1,2014,Sat,Year Round Breeding,
18276,,,FL,Sarasota,34231,12/20/2013,1/12/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; Did not survive ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,12,1,2014,Sun,Year Round Breeding,
18277,,,FL,Sarasota,34231,1/13/2014,1/13/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,13,1,2014,Mon,Year Round Breeding,
18278,,,FL,Sarasota,34231,1/16/2014,1/16/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,16,1,2014,Thu,Year Round Breeding,
18279,,,FL,Sarasota,34231,1/21/2014,1/21/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,21,1,2014,Tue,Year Round Breeding,
18280,,,FL,Sarasota,34231,1/21/2014,1/21/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,21,1,2014,Tue,Year Round Breeding,
18281,,,FL,Sarasota,34231,1/27/2014,1/27/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,27,1,2014,Mon,Year Round Breeding,
18282,,,FL,Sarasota,34231,1/27/2014,1/27/2014,3/26/2014,Tape,A,M,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,27,1,2014,Mon,Year Round Breeding,
18283,,,FL,Sarasota,34231,2/2/2014,2/2/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,2,2,2014,Sun,Year Round Breeding,
18284,,,FL,Sarasota,34231,2/11/2014,2/11/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,11,2,2014,Tue,Year Round Breeding,
18285,,,FL,Sarasota,34231,2/12/2014,2/24/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae ,sodman,,,,Gulf/Atlantic Coast,,4,1,"Sarasota, FL",27.33888054,-82.53962708,27.26914406,-82.51545715,24,2,2014,Mon,Year Round Breeding,
18288,,,CA,Carpinteria,93013,12/26/2013,1/19/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; collected 5th instar larvae. Formed pupa 12/30/12 emerged 1/19/14 in 20 days. ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,19,1,2014,Sun,Western,Hot
18289,,,CA,Carpinteria,93013,12/26/2013,1/22/2014,3/26/2014,Tape,L,M,3,MTH ,Older larvae; 18 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,22,1,2014,Wed,Western,Hot
18290,,,CA,Carpinteria,93013,12/26/2013,1/23/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 18 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,23,1,2014,Thu,Western,Hot
18291,,,CA,Carpinteria,93013,12/30/2013,1/25/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 18 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,25,1,2014,Sat,Western,Hot
18292,,,CA,Carpinteria,93013,12/30/2013,1/25/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,25,1,2014,Sat,Western,Hot
18293,,,CA,Carpinteria,93013,12/30/2013,1/27/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,27,1,2014,Mon,Western,Hot
18294,,,CA,Carpinteria,93013,12/30/2013,1/27/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,27,1,2014,Mon,Western,Hot
18295,,,CA,Carpinteria,93013,1/4/2014,1/30/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,30,1,2014,Thu,Western,Hot
18296,,,CA,Carpinteria,93013,1/4/2014,1/30/2014,3/26/2014,Tape,L,M,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,30,1,2014,Thu,Western,Hot
18297,,,CA,Carpinteria,93013,1/4/2014,1/30/2014,3/26/2014,Tape,L,M,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,30,1,2014,Thu,Western,Hot
18298,,,CA,Carpinteria,93013,1/4/2014,2/1/2014,3/26/2014,Tape,L,F,3,MTH ,Older larvae; 16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,1,2,2014,Sat,Western,Hot
18299,,,CA,Carpinteria,93013,1/4/2014,2/1/2014,3/26/2014,Tape,L,F,3,MTH ,"Older larvae; 19 days in chrysalis, adult small size ",sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,1,2,2014,Sat,Western,Hot
18300,,,CA,Carpinteria,93013,1/5/2014,2/9/2014,3/26/2014,Tape,E,F,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,9,2,2014,Sun,Western,Hot
18301,,,CA,Carpinteria,93013,1/5/2014,2/9/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,9,2,2014,Sun,Western,Hot
18302,,,CA,Carpinteria,93013,1/5/2014,2/9/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,9,2,2014,Sun,Western,Hot
18303,,,CA,Carpinteria,93013,1/5/2014,2/9/2014,3/26/2014,Tape,E,F,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,9,2,2014,Sun,Western,Hot
18304,,,CA,Carpinteria,93013,1/5/2014,2/10/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,10,2,2014,Mon,Western,Hot
18305,,,CA,Carpinteria,93013,1/5/2014,2/10/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,10,2,2014,Mon,Western,Hot
18306,,,CA,Carpinteria,93013,1/5/2014,2/10/2014,3/26/2014,Tape,E,F,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,10,2,2014,Mon,Western,Hot
18307,,,CA,Carpinteria,93013,1/5/2014,2/11/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,11,2,2014,Tue,Western,Hot
18308,,,CA,Carpinteria,93013,1/5/2014,2/12/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,12,2,2014,Wed,Western,Hot
18309,,,CA,Carpinteria,93013,1/5/2014,2/12/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,12,2,2014,Wed,Western,Hot
18310,,,CA,Carpinteria,93013,2/16/2014,2/16/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,16,2,2014,Sun,Western,Hot
18311,,,CA,Carpinteria,93013,1/17/2014,2/23/2014,3/26/2014,Tape,E,M,3,MTH ,16 days in chrysalis ,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,23,2,2014,Sun,Western,Hot
18312,,,CA,Carpinteria,93013,2/23/2014,2/23/2014,3/26/2014,Tape,A,F,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,23,2,2014,Sun,Western,Hot
18313,,,CA,Carpinteria,93013,1/17/2014,2/24/2014,3/26/2014,Tape,E,M,3,MTH ,0,sodman,,,,West,,4,1,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,24,2,2014,Mon,Western,Hot
18314,,,CA,Carpinteria,93013,1/17/2014,2/25/2014,3/26/2014,Tape,E,M,2,MTH ,0,sodman,,,,West,,4,0,"Carpinteria, CA",34.38978958,-119.5033035,34.41467285,-119.5151443,25,2,2014,Tue,Western,Hot
18323,,,LA,Metairie,70001,12/31/2013,1/1/2014,2/28/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Metairie, LA",29.98805046,-90.13101959,29.9834404,-90.16736603,1,1,2014,Wed,Year Round Breeding,
18324,,,LA,Metairie,70001,1/4/2013,1/5/2014,2/28/2014,Tape,A,F,3,MTH ,0,sodman,,,,Gulf/Atlantic Coast,,4,1,"Metairie, LA",29.98805046,-90.13101959,29.9834404,-90.16736603,5,1,2014,Sun,Year Round Breeding,
18325,,,CA,Thousand Oaks,91360,1/1/2014,1/1/2014,2/28/2014,Tape,A,M,3,MTH,0,sodman,,,,West,,4,1,"Thousand Oaks, CA",34.18535995,-118.8927765,34.21424484,-118.8804245,1,1,2014,Wed,Western,Hot
18326,,,CA,Thousand Oaks,91360,1/2/2014,1/2/2014,2/28/2014,Tape,A,M,3,MTH,0,sodman,,,,West,,4,1,"Thousand Oaks, CA",34.18535995,-118.8927765,34.21424484,-118.8804245,2,1,2014,Thu,Western,Hot
18327,,,CA,Thousand Oaks,91360,1/4/2014,1/4/2014,2/28/2014,Tape,A,F,3,MTH,0,sodman,,,,West,,4,1,"Thousand Oaks, CA",34.18535995,-118.8927765,34.21424484,-118.8804245,4,1,2014,Sat,Western,Hot
18328,,,CA,Thousand Oaks,91360,1/8/2014,1/8/2014,2/28/2014,Tape,A,F,3,MTH,0,sodman,,,,West,,4,1,"Thousand Oaks, CA",34.18535995,-118.8927765,34.21424484,-118.8804245,8,1,2014,Wed,Western,Hot
18329,,,CA,Thousand Oaks,91360,1/11/2014,1/11/2014,2/28/2014,Tape,A,M,3,MTH,0,sodman,,,,West,,4,1,"Thousand Oaks, CA",34.18535995,-118.8927765,34.21424484,-118.8804245,11,1,2014,Sat,Western,Hot
